===== NEW SESSION 2026-04-09 11:33:20 =====
[11:33:44.740] CLEARED
[11:37:29.849] 69
[11:37:29.850] RDY
[11:37:29.874] 70
[11:37:29.881] RDY
[11:37:29.890] 71
[11:37:29.891] RDY
[11:37:29.899] 72
[11:37:29.899] RDY
[11:37:29.932] 73
[11:37:29.936] RDY
[11:37:29.948] 74
[11:37:29.952] RDY
[11:37:29.960] 75
[11:37:29.960] RDY
[11:37:29.984] 76
[11:37:29.986] RDY
[11:37:29.987] DONE
[11:37:30.044] RDY
[11:37:30.092] CLEARED
[11:37:30.092] RDY
[11:37:30.106] RDY
[11:37:30.128] RDY
[11:37:30.137] RDY
[11:37:30.154] RDY
[11:37:30.169] RDY
[11:37:30.190] RDY
[11:37:30.199] RDY
[11:37:30.215] RDY
[11:37:30.232] RDY
[11:37:30.248] RDY
[11:37:30.265] RDY
[11:37:30.273] RDY
[11:37:30.289] RDY
[11:37:30.299] RDY
[11:37:30.308] RDY
[11:37:30.316] RDY
[11:37:30.333] RDY
[11:37:30.349] RDY
[11:37:30.366] RDY
[11:37:30.375] RDY
[11:37:30.392] RDY
[11:37:30.404] RDY
[11:37:30.413] RDY
[11:37:30.430] RDY
[11:37:30.438] RDY
[11:37:30.458] RDY
[11:37:30.466] RDY
[11:37:30.476] RDY
[11:37:30.497] RDY
[11:37:30.505] RDY
[11:37:30.522] RDY
[11:37:30.539] RDY
[11:37:30.575] RDY
[11:37:30.592] RDY
[11:37:30.600] RDY
[11:37:30.612] RDY
[11:37:30.629] RDY
[11:37:30.645] RDY
[11:37:30.654] RDY
[11:37:30.670] RDY
[11:37:30.687] RDY
[11:37:30.695] RDY
[11:37:30.711] RDY
[11:37:30.728] RDY
[11:37:30.744] RDY
[11:37:30.761] RDY
[11:37:30.802] RDY
[11:37:30.811] RDY
[11:37:30.819] RDY
[11:37:30.831] RDY
[11:37:30.848] RDY
[11:37:30.856] RDY
[11:37:30.873] RDY
[11:37:30.890] RDY
[11:37:30.906] RDY
[11:37:30.923] RDY
[11:37:30.943] RDY
[11:37:30.952] RDY
[11:37:30.970] RDY
[11:37:30.986] RDY
[11:37:31.002] RDY
[11:37:31.040] RDY
[11:37:31.049] RDY
[11:37:31.065] RDY
[11:37:31.082] RDY
[11:37:31.099] RDY
[11:37:31.108] RDY
[11:37:31.124] RDY
[11:37:31.132] RDY
[11:37:31.149] RDY
[11:37:31.161] RDY
[11:37:31.178] RDY
[11:37:31.195] RDY
[11:37:31.203] RDY
[11:37:31.220] RDY
[11:37:31.236] RDY
[11:37:31.244] RDY
[11:37:31.265] RDY
[11:37:31.273] RDY
[11:37:31.290] RDY
[11:37:31.307] RDY
[11:37:31.323] RDY
[11:37:31.331] RDY
[11:37:31.347] RDY
[11:37:31.356] RDY
[11:37:31.367] RDY
[11:37:31.376] RDY
[11:37:31.393] RDY
[11:37:31.410] RDY
[11:37:31.418] RDY
[11:37:31.435] RDY
[11:37:31.443] RDY
[11:37:31.459] RDY
[11:37:31.480] RDY
[11:37:31.499] RDY
[11:37:31.507] RDY
[11:37:31.524] RDY
[11:37:31.533] RDY
[11:37:31.541] RDY
[11:37:31.557] RDY
[11:37:31.565] RDY
[11:37:31.582] RDY
[11:37:31.594] RDY
[11:37:31.603] RDY
[11:37:31.619] RDY
[11:37:31.627] RDY
[11:37:31.647] RDY
[11:37:31.660] RDY
[11:37:31.671] RDY
[11:37:31.691] RDY
[11:37:31.703] RDY
[11:37:31.711] RDY
[11:37:31.719] RDY
[11:37:31.729] RDY
[11:37:31.739] RDY
[11:37:31.755] RDY
[11:37:31.771] RDY
[11:37:31.788] RDY
[11:37:31.809] RDY
[11:37:31.818] RDY
[11:37:31.835] RDY
[11:37:31.852] RDY
[11:37:31.872] RDY
[11:37:31.881] RDY
[11:37:31.898] RDY
[11:37:31.919] RDY
[11:37:31.928] RDY
[11:37:31.945] RDY
[11:37:31.953] RDY
[11:37:31.969] RDY
[11:37:32.010] RDY
[11:37:32.023] RDY
[11:37:32.039] RDY
[11:37:32.055] RDY
[11:37:32.072] RDY
[11:37:32.088] RDY
[11:37:32.101] RDY
[11:37:32.118] RDY
[11:37:32.130] RDY
[11:37:32.140] RDY
[11:37:32.149] RDY
[11:37:32.165] RDY
[11:37:32.181] RDY
[11:37:32.194] RDY
[11:37:32.210] RDY
[11:37:32.233] RDY
[11:37:32.241] RDY
[11:37:32.258] RDY
[11:37:32.274] RDY
[11:37:32.295] RDY
[11:37:32.303] RDY
[11:37:32.320] RDY
[11:37:32.340] RDY
[11:37:32.349] RDY
[11:37:32.366] RDY
[11:37:32.382] RDY
[11:37:32.396] RDY
[11:37:32.406] RDY
[11:37:32.423] RDY
[11:37:32.444] RDY
[11:37:32.461] RDY
[11:37:32.478] RDY
[11:37:32.487] RDY
[11:37:32.504] RDY
[11:37:32.520] RDY
[11:37:32.536] RDY
[11:37:32.548] RDY
[11:37:32.557] RDY
[11:37:32.573] RDY
[11:37:32.582] RDY
[11:37:32.598] RDY
[11:37:32.609] RDY
[11:37:32.618] RDY
[11:37:32.634] RDY
[11:37:32.654] RDY
[11:37:32.663] RDY
[11:37:32.702] RDY
[11:37:32.713] RDY
[11:37:32.726] RDY
[11:37:32.743] RDY
[11:37:32.767] LOADED 180
[11:37:32.770] OK
[11:37:32.773] RDY
[11:37:32.783] PLAYING
[11:37:32.783] 77
[11:37:32.791] RDY
[11:37:32.815] 78
[11:37:32.822] RDY
[11:37:32.844] 79
[11:37:32.849] RDY
[11:37:32.849] 80
[11:37:32.849] RDY
[11:37:32.868] 81
[11:37:32.873] RDY
[11:37:32.884] 82
[11:37:32.885] RDY
[11:37:32.906] 83
[11:37:32.908] RDY
[11:37:32.922] 84
[11:37:32.927] RDY
[11:37:32.952] 85
[11:37:32.952] RDY
[11:37:32.976] 86
[11:37:32.985] RDY
[11:37:32.991] 87
[11:37:32.998] RDY
[11:37:33.005] 88
[11:37:33.026] RDY
[11:37:33.027] 89
[11:37:33.028] RDY
[11:37:33.048] 90
[11:37:33.053] RDY
[11:37:33.073] 90
[11:37:33.076] RDY
[11:37:33.087] 90
[11:37:33.092] RDY
[11:37:33.108] 90
[11:37:33.110] RDY
[11:37:33.127] 90
[11:37:33.130] RDY
[11:37:33.156] 90
[11:37:33.165] RDY
[11:37:33.166] 90
[11:37:33.170] RDY
[11:37:33.183] 90
[11:37:33.193] RDY
[11:37:33.205] 90
[11:37:33.208] RDY
[11:37:33.224] 90
[11:37:33.224] RDY
[11:37:33.251] 90
[11:37:33.256] RDY
[11:37:33.265] 90
[11:37:33.269] RDY
[11:37:33.290] 90
[11:37:33.298] RDY
[11:37:33.305] 90
[11:37:33.311] RDY
[11:37:33.329] 90
[11:37:33.333] RDY
[11:37:33.351] 90
[11:37:33.356] RDY
[11:37:33.363] 90
[11:37:33.366] RDY
[11:37:33.382] 90
[11:37:33.386] RDY
[11:37:33.404] 90
[11:37:33.409] RDY
[11:37:33.427] 90
[11:37:33.432] RDY
[11:37:33.448] 90
[11:37:33.452] RDY
[11:37:33.463] 90
[11:37:33.470] RDY
[11:37:33.493] 90
[11:37:33.494] RDY
[11:37:33.502] 90
[11:37:33.507] RDY
[11:37:33.524] 90
[11:37:33.524] RDY
[11:37:33.540] 90
[11:37:33.556] RDY
[11:37:33.577] 90
[11:37:33.577] RDY
[11:37:33.585] 90
[11:37:33.585] RDY
[11:37:33.601] 90
[11:37:33.601] RDY
[11:37:33.627] 90
[11:37:33.627] RDY
[11:37:33.643] 90
[11:37:33.643] RDY
[11:37:33.682] 90
[11:37:33.682] RDY
[11:37:33.682] 90
[11:37:33.682] RDY
[11:37:33.707] 90
[11:37:33.707] RDY
[11:37:33.722] 90
[11:37:33.731] RDY
[11:37:33.744] 90
[11:37:33.745] RDY
[11:37:33.761] 90
[11:37:33.766] RDY
[11:37:33.782] 90
[11:37:33.788] RDY
[11:37:33.812] 90
[11:37:33.812] RDY
[11:37:33.841] 90
[11:37:33.841] RDY
[11:37:33.849] 90
[11:37:33.849] RDY
[11:37:33.866] 90
[11:37:33.871] RDY
[11:37:33.885] 90
[11:37:33.888] RDY
[11:37:33.899] 90
[11:37:33.907] RDY
[11:37:33.923] 90
[11:37:33.928] RDY
[11:37:33.946] 90
[11:37:33.946] RDY
[11:37:33.963] 90
[11:37:33.963] RDY
[11:37:33.993] 90
[11:37:33.993] RDY
[11:37:34.017] 90
[11:37:34.017] RDY
[11:37:34.027] 90
[11:37:34.029] RDY
[11:37:34.043] 90
[11:37:34.043] RDY
[11:37:34.076] 90
[11:37:34.080] RDY
[11:37:34.100] 90
[11:37:34.100] RDY
[11:37:34.100] 90
[11:37:34.100] RDY
[11:37:34.132] 90
[11:37:34.136] RDY
[11:37:34.156] 90
[11:37:34.158] RDY
[11:37:34.164] 90
[11:37:34.164] RDY
[11:37:34.194] 90
[11:37:34.194] RDY
[11:37:34.202] 90
[11:37:34.203] RDY
[11:37:34.229] 90
[11:37:34.229] RDY
[11:37:34.251] 90
[11:37:34.251] RDY
[11:37:34.267] 90
[11:37:34.267] RDY
[11:37:34.283] 90
[11:37:34.289] RDY
[11:37:34.310] 90
[11:37:34.312] RDY
[11:37:34.333] 90
[11:37:34.333] RDY
[11:37:34.364] 90
[11:37:34.364] RDY
[11:37:34.364] 90
[11:37:34.364] RDY
[11:37:34.388] 90
[11:37:34.394] RDY
[11:37:34.411] 90
[11:37:34.411] RDY
[11:37:34.420] 90
[11:37:34.420] RDY
[11:37:34.451] 90
[11:37:34.455] RDY
[11:37:34.463] 90
[11:37:34.463] RDY
[11:37:34.487] 90
[11:37:34.487] RDY
[11:37:34.516] 90
[11:37:34.522] RDY
[11:37:34.522] 90
[11:37:34.522] RDY
[11:37:34.549] 90
[11:37:34.552] RDY
[11:37:34.566] 90
[11:37:34.573] RDY
[11:37:34.590] 90
[11:37:34.590] RDY
[11:37:34.618] 90
[11:37:34.627] RDY
[11:37:34.627] 90
[11:37:34.635] RDY
[11:37:34.651] 90
[11:37:34.655] RDY
[11:37:34.670] 90
[11:37:34.674] RDY
[11:37:34.685] 90
[11:37:34.685] RDY
[11:37:34.736] 90
[11:37:34.739] RDY
[11:37:34.739] 90
[11:37:34.743] RDY
[11:37:34.755] 90
[11:37:34.758] RDY
[11:37:34.777] 90
[11:37:34.778] RDY
[11:37:34.787] 90
[11:37:34.787] RDY
[11:37:34.803] 90
[11:37:34.826] RDY
[11:37:34.826] 90
[11:37:34.826] RDY
[11:37:34.843] 90
[11:37:34.844] RDY
[11:37:34.868] 90
[11:37:34.869] RDY
[11:37:34.890] 90
[11:37:34.894] RDY
[11:37:34.903] 90
[11:37:34.903] RDY
[11:37:34.928] 90
[11:37:34.928] RDY
[11:37:34.944] 90
[11:37:34.946] RDY
[11:37:34.971] 90
[11:37:34.972] RDY
[11:37:34.980] 90
[11:37:34.980] RDY
[11:37:35.009] 90
[11:37:35.009] RDY
[11:37:35.031] 90
[11:37:35.031] RDY
[11:37:35.047] 90
[11:37:35.047] RDY
[11:37:35.066] 90
[11:37:35.069] RDY
[11:37:35.099] 90
[11:37:35.103] RDY
[11:37:35.112] 90
[11:37:35.112] RDY
[11:37:35.127] 90
[11:37:35.127] RDY
[11:37:35.149] 90
[11:37:35.149] RDY
[11:37:35.166] 90
[11:37:35.171] RDY
[11:37:35.187] 90
[11:37:35.194] RDY
[11:37:35.213] 90
[11:37:35.213] RDY
[11:37:35.228] 90
[11:37:35.231] RDY
[11:37:35.259] 90
[11:37:35.261] RDY
[11:37:35.274] 90
[11:37:35.277] RDY
[11:37:35.291] 90
[11:37:35.295] RDY
[11:37:35.305] 90
[11:37:35.309] RDY
[11:37:35.333] 90
[11:37:35.335] RDY
[11:37:35.344] 90
[11:37:35.344] RDY
[11:37:35.378] 90
[11:37:35.381] RDY
[11:37:35.396] 90
[11:37:35.401] RDY
[11:37:35.410] 90
[11:37:35.410] RDY
[11:37:35.434] 90
[11:37:35.437] RDY
[11:37:35.446] 90
[11:37:35.446] RDY
[11:37:35.475] 90
[11:37:35.476] RDY
[11:37:35.591] 90
[11:37:35.594] RDY
[11:37:35.594] 90
[11:37:35.599] RDY
[11:37:35.599] 90
[11:37:35.599] RDY
[11:37:35.599] 90
[11:37:35.607] RDY
[11:37:35.607] 90
[11:37:35.616] RDY
[11:37:35.616] 90
[11:37:35.627] RDY
[11:37:35.627] 90
[11:37:35.634] RDY
[11:37:35.634] 90
[11:37:35.637] RDY
[11:37:35.652] 90
[11:37:35.655] RDY
[11:37:35.669] 90
[11:37:35.669] RDY
[11:37:35.693] 90
[11:37:35.693] RDY
[11:37:35.710] 90
[11:37:35.713] RDY
[11:37:35.722] 90
[11:37:35.722] RDY
[11:37:35.743] 90
[11:37:35.754] RDY
[11:37:35.768] 90
[11:37:35.768] RDY
[11:37:35.792] 90
[11:37:35.796] RDY
[11:37:35.806] 90
[11:37:35.811] RDY
[11:37:35.834] 90
[11:37:35.834] RDY
[11:37:35.849] 90
[11:37:35.850] RDY
[11:37:35.863] 90
[11:37:35.871] RDY
[11:37:35.883] 90
[11:37:35.883] RDY
[11:37:35.909] 90
[11:37:35.909] RDY
[11:37:35.925] 90
[11:37:35.925] RDY
[11:37:35.950] 90
[11:37:35.952] RDY
[11:37:35.966] 90
[11:37:35.967] RDY
[11:37:35.984] 90
[11:37:35.984] RDY
[11:37:36.001] 90
[11:37:36.016] RDY
[11:37:36.025] 90
[11:37:36.025] RDY
[11:37:36.052] 90
[11:37:36.054] RDY
[11:37:36.067] 90
[11:37:36.067] RDY
[11:37:36.091] 90
[11:37:36.091] RDY
[11:37:36.116] 90
[11:37:36.119] RDY
[11:37:36.127] 90
[11:37:36.127] RDY
[11:37:36.148] 90
[11:37:36.152] RDY
[11:37:36.170] 90
[11:37:36.170] RDY
[11:37:36.195] 90
[11:37:36.199] RDY
[11:37:36.222] 90
[11:37:36.222] RDY
[11:37:36.222] 90
[11:37:36.222] RDY
[11:37:36.247] 90
[11:37:36.252] RDY
[11:37:36.263] 90
[11:37:36.268] RDY
[11:37:36.297] 90
[11:37:36.304] RDY
[11:37:36.312] 90
[11:37:36.315] RDY
[11:37:36.339] 90
[11:37:36.343] RDY
[11:37:36.352] 90
[11:37:36.352] RDY
[11:37:36.374] 90
[11:37:36.375] RDY
[11:37:36.375] DONE
[11:37:36.438] RDY
===== END SESSION 2026-04-09 11:38:44 =====

